Source,Target,Type,Weight,edge_type,layer,source_label,target_label
1490,20690,Undirected,1.0,inter,F7-T7<->FZ-CZ,F7-T7_t210,FZ-CZ_t210
1788,15868,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t508,FP2-F8_t508
16577,28097,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t1217,FT10-T8_t1217
19696,24816,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t496,T7-FT9_t496
6074,13754,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t954,C4-P4_t954
21647,24207,Undirected,1.0,inter,FZ-CZ<->P7-T7,FZ-CZ_t1167,P7-T7_t1167
3813,20453,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t1253,P8-O2_t1253
9516,9517,Undirected,1.0,intra,P3-O1,P3-O1_t556,P3-O1_t557
8750,21550,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t1070,FZ-CZ_t1070
3162,9562,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t602,P3-O1_t602
13604,13606,Undirected,1.0,intra,C4-P4,C4-P4_t804,C4-P4_t806
18595,28835,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t675,T8-P8-1_t675
12705,17825,Undirected,1.0,inter,F4-C4<->F8-T8,F4-C4_t1185,F8-T8_t1185
8560,13680,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t880,C4-P4_t880
16121,28921,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t761,T8-P8-1_t761
10250,15370,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t10,FP2-F8_t10
14474,24714,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t394,T7-FT9_t394
22377,23657,Undirected,1.0,inter,CZ-PZ<->P7-T7,CZ-PZ_t617,P7-T7_t617
3972,25732,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t132,FT9-FT10_t132
10435,20675,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t195,FZ-CZ_t195
17867,25547,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t1227,T7-FT9_t1227
16155,25115,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t795,T7-FT9_t795
17799,22919,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t1159,CZ-PZ_t1159
20444,25564,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t1244,T7-FT9_t1244
8874,26794,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t1194,FT9-FT10_t1194
5558,28598,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t438,T8-P8-1_t438
9682,27602,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t722,FT10-T8_t722
28632,28633,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t472,T8-P8-1_t473
16070,25030,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t710,T7-FT9_t710
2396,7516,Undirected,1.0,inter,F7-T7<->F3-C3,F7-T7_t1116,F3-C3_t1116
4273,23473,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t433,P7-T7_t433
1781,26101,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t501,FT9-FT10_t501
4086,5366,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t246,FP1-F3_t246
103,6503,Undirected,1.0,inter,FP1-F7<->F3-C3,FP1-F7_t103,F3-C3_t103
20699,21979,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t219,CZ-PZ_t219
13328,13339,Undirected,1.0,intra,C4-P4,C4-P4_t528,C4-P4_t539
3727,25487,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t1167,T7-FT9_t1167
20755,25875,Undirected,1.0,inter,FZ-CZ<->FT9-FT10,FZ-CZ_t275,FT9-FT10_t275
3476,21396,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t916,FZ-CZ_t916
18504,27464,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t584,FT10-T8_t584
9336,14456,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t376,P4-O2_t376
2922,19562,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t362,P8-O2_t362
6475,16715,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t75,F8-T8_t75
6032,17552,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t912,F8-T8_t912
15442,28242,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t82,T8-P8-1_t82
7971,7972,Undirected,1.0,intra,C3-P3,C3-P3_t291,C3-P3_t292
12903,23143,Undirected,1.0,inter,C4-P4<->P7-T7,C4-P4_t103,P7-T7_t103
748,26348,Undirected,1.0,inter,FP1-F7<->FT9-FT10,FP1-F7_t748,FT9-FT10_t748
9886,16286,Undirected,1.0,inter,P3-O1<->FP2-F8,P3-O1_t926,FP2-F8_t926
4884,11284,Undirected,1.0,inter,P7-O1<->FP2-F4,P7-O1_t1044,FP2-F4_t1044
3127,12087,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t567,F4-C4_t567
6416,21776,Undirected,1.0,inter,F3-C3<->CZ-PZ,F3-C3_t16,CZ-PZ_t16
18842,26522,Undirected,1.0,inter,T8-P8-0<->FT9-FT10,T8-P8-0_t922,FT9-FT10_t922
8180,8196,Undirected,1.0,intra,C3-P3,C3-P3_t500,C3-P3_t516
13721,29081,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t921,T8-P8-1_t921
7615,14015,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t1215,C4-P4_t1215
1377,15457,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t97,FP2-F8_t97
15375,16655,Undirected,1.0,inter,FP2-F8<->F8-T8,FP2-F8_t15,F8-T8_t15
14616,17176,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t536,F8-T8_t536
14217,24457,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t137,T7-FT9_t137
1976,18616,Undirected,1.0,inter,F7-T7<->T8-P8-0,F7-T7_t696,T8-P8-0_t696
1633,11873,Undirected,1.0,inter,F7-T7<->F4-C4,F7-T7_t353,F4-C4_t353
3540,29140,Undirected,1.0,inter,T7-P7<->T8-P8-1,T7-P7_t980,T8-P8-1_t980
23422,23423,Undirected,1.0,intra,P7-T7,P7-T7_t382,P7-T7_t383
9425,10705,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t465,FP2-F4_t465
3068,24828,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t508,T7-FT9_t508
11133,21373,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t893,FZ-CZ_t893
10694,19654,Undirected,1.0,inter,FP2-F4<->P8-O2,FP2-F4_t454,P8-O2_t454
4960,26720,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t1120,FT9-FT10_t1120
524,15884,Undirected,1.0,inter,FP1-F7<->FP2-F8,FP1-F7_t524,FP2-F8_t524
1901,12141,Undirected,1.0,inter,F7-T7<->F4-C4,F7-T7_t621,F4-C4_t621
24135,24142,Undirected,1.0,intra,P7-T7,P7-T7_t1095,P7-T7_t1102
3343,3344,Undirected,1.0,intra,T7-P7,T7-P7_t783,T7-P7_t784
10084,22884,Undirected,1.0,inter,P3-O1<->CZ-PZ,P3-O1_t1124,CZ-PZ_t1124
4450,19810,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t610,P8-O2_t610
8075,27275,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t395,FT10-T8_t395
20121,27801,Undirected,1.0,inter,P8-O2<->FT10-T8,P8-O2_t921,FT10-T8_t921
26406,27686,Undirected,1.0,inter,FT9-FT10<->FT10-T8,FT9-FT10_t806,FT10-T8_t806
10258,11538,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t18,F4-C4_t18
2559,26879,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t1279,FT9-FT10_t1279
22850,29250,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t1090,T8-P8-1_t1090
14164,26964,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t84,FT10-T8_t84
19444,20724,Undirected,1.0,inter,P8-O2<->FZ-CZ,P8-O2_t244,FZ-CZ_t244
7614,29374,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t1214,T8-P8-1_t1214
1548,25868,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t268,FT9-FT10_t268
4438,4449,Undirected,1.0,intra,P7-O1,P7-O1_t598,P7-O1_t609
8800,29280,Undirected,1.0,inter,C3-P3<->T8-P8-1,C3-P3_t1120,T8-P8-1_t1120
981,4821,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t981,P7-O1_t981
4577,16097,Undirected,1.0,inter,P7-O1<->FP2-F8,P7-O1_t737,FP2-F8_t737
576,10816,Undirected,1.0,inter,FP1-F7<->FP2-F4,FP1-F7_t576,FP2-F4_t576
7631,7632,Undirected,1.0,intra,F3-C3,F3-C3_t1231,F3-C3_t1232
5284,25764,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t164,FT9-FT10_t164
9737,12297,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t777,F4-C4_t777
20154,22714,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t954,CZ-PZ_t954
14597,24837,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t517,T7-FT9_t517
3184,24944,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t624,T7-FT9_t624
3132,14652,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t572,P4-O2_t572
25710,25711,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t110,FT9-FT10_t111
14706,14707,Undirected,1.0,intra,P4-O2,P4-O2_t626,P4-O2_t627
13640,13645,Undirected,1.0,intra,C4-P4,C4-P4_t840,C4-P4_t845
12868,24388,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t68,T7-FT9_t68
3762,21682,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t1202,FZ-CZ_t1202
1321,2601,Undirected,1.0,inter,F7-T7<->T7-P7,F7-T7_t41,T7-P7_t41
24597,27157,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t277,FT10-T8_t277
6726,6783,Undirected,1.0,intra,F3-C3,F3-C3_t326,F3-C3_t383
5096,19176,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t1256,T8-P8-0_t1256
10741,18421,Undirected,1.0,inter,FP2-F4<->T8-P8-0,FP2-F4_t501,T8-P8-0_t501
14134,15414,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t54,FP2-F8_t54
14734,14745,Undirected,1.0,intra,P4-O2,P4-O2_t654,P4-O2_t665
4307,23507,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t467,P7-T7_t467
6618,16858,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t218,F8-T8_t218
13748,16308,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t948,FP2-F8_t948
9954,25314,Undirected,1.0,inter,P3-O1<->T7-FT9,P3-O1_t994,T7-FT9_t994
18220,18221,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t300,T8-P8-0_t301
1702,22182,Undirected,1.0,inter,F7-T7<->CZ-PZ,F7-T7_t422,CZ-PZ_t422
3855,23055,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t15,P7-T7_t15
8274,8278,Undirected,1.0,intra,C3-P3,C3-P3_t594,C3-P3_t598
13308,18428,Undirected,1.0,inter,C4-P4<->T8-P8-0,C4-P4_t508,T8-P8-0_t508
9263,20783,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t303,FZ-CZ_t303
29306,29307,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t1146,T8-P8-1_t1147
19576,27256,Undirected,1.0,inter,P8-O2<->FT10-T8,P8-O2_t376,FT10-T8_t376
3862,3902,Undirected,1.0,intra,P7-O1,P7-O1_t22,P7-O1_t62
6000,29040,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t880,T8-P8-1_t880
1558,7958,Undirected,1.0,inter,F7-T7<->C3-P3,F7-T7_t278,C3-P3_t278
18051,27011,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t131,FT10-T8_t131
14533,14536,Undirected,1.0,intra,P4-O2,P4-O2_t453,P4-O2_t456
903,27783,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t903,FT10-T8_t903
11372,25452,Undirected,1.0,inter,FP2-F4<->T7-FT9,FP2-F4_t1132,T7-FT9_t1132
13167,17007,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t367,F8-T8_t367
17177,24857,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t537,T7-FT9_t537
560,5680,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t560,FP1-F3_t560
11584,23104,Undirected,1.0,inter,F4-C4<->P7-T7,F4-C4_t64,P7-T7_t64
8128,15808,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t448,FP2-F8_t448
7970,28450,Undirected,1.0,inter,C3-P3<->T8-P8-1,C3-P3_t290,T8-P8-1_t290
9965,9966,Undirected,1.0,intra,P3-O1,P3-O1_t1005,P3-O1_t1006
24540,25820,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t220,FT9-FT10_t220
20419,26819,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t1219,FT9-FT10_t1219
17874,28114,Undirected,1.0,inter,F8-T8<->FT10-T8,F8-T8_t1234,FT10-T8_t1234
9837,20077,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t877,P8-O2_t877
12556,12557,Undirected,1.0,intra,F4-C4,F4-C4_t1036,F4-C4_t1037
18085,28325,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t165,T8-P8-1_t165
15378,24338,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t18,T7-FT9_t18
26360,27640,Undirected,1.0,inter,FT9-FT10<->FT10-T8,FT9-FT10_t760,FT10-T8_t760
5976,16216,Undirected,1.0,inter,FP1-F3<->FP2-F8,FP1-F3_t856,FP2-F8_t856
10137,10138,Undirected,1.0,intra,P3-O1,P3-O1_t1177,P3-O1_t1178
4865,22785,Undirected,1.0,inter,P7-O1<->CZ-PZ,P7-O1_t1025,CZ-PZ_t1025
20302,22862,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t1102,CZ-PZ_t1102
8804,15204,Undirected,1.0,inter,C3-P3<->P4-O2,C3-P3_t1124,P4-O2_t1124
7888,13008,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t208,C4-P4_t208
2780,2868,Undirected,1.0,intra,T7-P7,T7-P7_t220,T7-P7_t308
495,17135,Undirected,1.0,inter,FP1-F7<->F8-T8,FP1-F7_t495,F8-T8_t495
1207,2487,Undirected,1.0,inter,FP1-F7<->F7-T7,FP1-F7_t1207,F7-T7_t1207
15019,17579,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t939,F8-T8_t939
4951,20311,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t1111,P8-O2_t1111
22666,29066,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t906,T8-P8-1_t906
7139,9699,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t739,P3-O1_t739
16956,27196,Undirected,1.0,inter,F8-T8<->FT10-T8,F8-T8_t316,FT10-T8_t316
22,1302,Undirected,1.0,inter,FP1-F7<->F7-T7,FP1-F7_t22,F7-T7_t22
13853,18973,Undirected,1.0,inter,C4-P4<->T8-P8-0,C4-P4_t1053,T8-P8-0_t1053
5419,19499,Undirected,1.0,inter,FP1-F3<->P8-O2,FP1-F3_t299,P8-O2_t299
8232,12072,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t552,F4-C4_t552
7739,28219,Undirected,1.0,inter,C3-P3<->T8-P8-1,C3-P3_t59,T8-P8-1_t59
13678,17518,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t878,F8-T8_t878
1893,17253,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t613,F8-T8_t613
21228,21229,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t748,FZ-CZ_t749
12323,12324,Undirected,1.0,intra,F4-C4,F4-C4_t803,F4-C4_t804
6569,19369,Undirected,1.0,inter,F3-C3<->P8-O2,F3-C3_t169,P8-O2_t169
7062,7063,Undirected,1.0,intra,F3-C3,F3-C3_t662,F3-C3_t663
4471,4480,Undirected,1.0,intra,P7-O1,P7-O1_t631,P7-O1_t640
13905,27985,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t1105,FT10-T8_t1105
15811,20931,Undirected,1.0,inter,FP2-F8<->FZ-CZ,FP2-F8_t451,FZ-CZ_t451
2710,12950,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t150,C4-P4_t150
11441,26801,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t1201,FT9-FT10_t1201
16514,20354,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t1154,P8-O2_t1154
2200,13720,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t920,C4-P4_t920
6773,15733,Undirected,1.0,inter,F3-C3<->FP2-F8,F3-C3_t373,FP2-F8_t373
8593,20113,Undirected,1.0,inter,C3-P3<->P8-O2,C3-P3_t913,P8-O2_t913
22553,28953,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t793,T8-P8-1_t793
12246,16086,Undirected,1.0,inter,F4-C4<->FP2-F8,F4-C4_t726,FP2-F8_t726
5215,28255,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t95,T8-P8-1_t95
4001,27041,Undirected,1.0,inter,P7-O1<->FT10-T8,P7-O1_t161,FT10-T8_t161
14138,23098,Undirected,1.0,inter,P4-O2<->P7-T7,P4-O2_t58,P7-T7_t58
812,4652,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t812,P7-O1_t812
18291,19571,Undirected,1.0,inter,T8-P8-0<->P8-O2,T8-P8-0_t371,P8-O2_t371
24403,26963,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t83,FT10-T8_t83
13735,27815,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t935,FT10-T8_t935
8509,8510,Undirected,1.0,intra,C3-P3,C3-P3_t829,C3-P3_t830
4380,5660,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t540,FP1-F3_t540
4477,18557,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t637,T8-P8-0_t637
9197,10477,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t237,FP2-F4_t237
16228,16259,Undirected,1.0,intra,FP2-F8,FP2-F8_t868,FP2-F8_t899
19206,25606,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t6,FT9-FT10_t6
21982,21983,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t222,CZ-PZ_t223
19750,23590,Undirected,1.0,inter,P8-O2<->P7-T7,P8-O2_t550,P7-T7_t550
6363,24283,Undirected,1.0,inter,FP1-F3<->P7-T7,FP1-F3_t1243,P7-T7_t1243
22936,29336,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t1176,T8-P8-1_t1176
7038,7051,Undirected,1.0,intra,F3-C3,F3-C3_t638,F3-C3_t651
18694,27654,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t774,FT10-T8_t774
4632,26392,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t792,FT9-FT10_t792
8110,23470,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t430,P7-T7_t430
3510,23990,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t950,P7-T7_t950
5468,9308,Undirected,1.0,inter,FP1-F3<->P3-O1,FP1-F3_t348,P3-O1_t348
8042,19562,Undirected,1.0,inter,C3-P3<->P8-O2,C3-P3_t362,P8-O2_t362
252,22012,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t252,CZ-PZ_t252
2516,5076,Undirected,1.0,inter,F7-T7<->P7-O1,F7-T7_t1236,P7-O1_t1236
9324,24684,Undirected,1.0,inter,P3-O1<->T7-FT9,P3-O1_t364,T7-FT9_t364
11695,23215,Undirected,1.0,inter,F4-C4<->P7-T7,F4-C4_t175,P7-T7_t175
8408,21208,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t728,FZ-CZ_t728
1761,8161,Undirected,1.0,inter,F7-T7<->C3-P3,F7-T7_t481,C3-P3_t481
12053,12054,Undirected,1.0,intra,F4-C4,F4-C4_t533,F4-C4_t534
8823,10103,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t1143,P3-O1_t1143
12514,25314,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t994,T7-FT9_t994
6005,7285,Undirected,1.0,inter,FP1-F3<->F3-C3,FP1-F3_t885,F3-C3_t885
11040,26400,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t800,FT9-FT10_t800
6447,17967,Undirected,1.0,inter,F3-C3<->T8-P8-0,F3-C3_t47,T8-P8-0_t47
20812,25932,Undirected,1.0,inter,FZ-CZ<->FT9-FT10,FZ-CZ_t332,FT9-FT10_t332
13770,27850,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t970,FT10-T8_t970
27485,27540,Undirected,1.0,intra,FT10-T8,FT10-T8_t605,FT10-T8_t660
4450,22370,Undirected,1.0,inter,P7-O1<->CZ-PZ,P7-O1_t610,CZ-PZ_t610
2718,5278,Undirected,1.0,inter,T7-P7<->FP1-F3,T7-P7_t158,FP1-F3_t158
5626,15866,Undirected,1.0,inter,FP1-F3<->FP2-F8,FP1-F3_t506,FP2-F8_t506
14226,14227,Undirected,1.0,intra,P4-O2,P4-O2_t146,P4-O2_t147
4337,17137,Undirected,1.0,inter,P7-O1<->F8-T8,P7-O1_t497,F8-T8_t497
3868,5148,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t28,FP1-F3_t28
7112,10952,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t712,FP2-F4_t712
17345,19905,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t705,P8-O2_t705
